fuel_type,fuel_class,plot_id,time,value_norm,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
dl,duff,RxF08,2019,-2.355084009493371,0,Depth in centimeters,0,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF08,2021,-1.2454593116582777,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF09,2016,0.5757046751006762,3.81,Depth in centimeters,1.5,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF09,2017,-0.4953255046659132,1.11125,Depth in centimeters,0.4375,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF09,2019,-2.355084009493371,0,Depth in centimeters,0,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF09,2021,-1.2454593116582777,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,litter,RxF01,2016,-0.10463345561407539,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF01,2017,-0.6314018942397609,0.92075,Depth in centimeters,0.3625,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF01,2019,0.44349545297500614,3.2385,Depth in centimeters,1.275,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF01,2021,0.7492547032247757,4.28625,Depth in centimeters,1.6875,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF02,2016,1.0853249080767593,6.0325,Depth in centimeters,2.375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF02,2017,-0.40539772197824003,1.17475,Depth in centimeters,0.4625,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF02,2019,1.4799413890351922,8.41375,Depth in centimeters,3.3125,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF02,2021,-0.10463345561407539,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF03,2016,0.9132499266836087,4.921250000000001,Depth in centimeters,1.9375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF03,2017,0.19857834735110985,2.667,Depth in centimeters,1.05,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF03,2019,-0.2822161470625081,1.27,Depth in centimeters,0.5,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF03,2021,-0.6744897501960817,0.8572500000000001,Depth in centimeters,0.3375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF04,2016,0.36787966582045695,3.01625,Depth in centimeters,1.1875,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF04,2017,-0.8785789199489702,0.508,Depth in centimeters,0.2,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF04,2019,0.5084880591093566,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF04,2021,0.10463345561407526,2.38125,Depth in centimeters,0.9375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF05,2016,-0.10463345561407539,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF05,2017,-0.9674215661017014,0.34925,Depth in centimeters,0.1375,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF05,2019,1.0853249080767593,6.0325,Depth in centimeters,2.375,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF05,2021,-0.7492547032247757,0.762,Depth in centimeters,0.3,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF06,2016,0.12800104235450177,2.4130000000000003,Depth in centimeters,0.95,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF06,2017,-1.5155640243888733,0.1905,Depth in centimeters,0.07500000000000001,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF06,2019,1.7316643961222455,9.525,Depth in centimeters,3.75,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF06,2021,-0.4953255046659132,1.11125,Depth in centimeters,0.4375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF07,2016,1.0245923925400986,5.715000000000001,Depth in centimeters,2.25,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF07,2017,-0.8449331792930637,0.53975,Depth in centimeters,0.2125,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF07,2019,0.6744897501960817,3.96875,Depth in centimeters,1.5625,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF07,2021,0.3308725717264192,2.8575,Depth in centimeters,1.125,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF08,2016,0.5084880591093566,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF08,2017,-1.5155640243888733,0.1905,Depth in centimeters,0.07500000000000001,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF08,2019,0.24616364666135948,2.69875,Depth in centimeters,1.0625,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF08,2021,0.29431328958147673,2.82575,Depth in centimeters,1.1125,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF09,2016,1.2454593116582777,6.3500000000000005,Depth in centimeters,2.5,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF09,2017,-1.681877520257599,0.127,Depth in centimeters,0.05,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF09,2019,0.03482131726034756,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF09,2021,-0.40539772197824003,1.17475,Depth in centimeters,0.4625,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,all,RxF01,2016,0.8449331792930637,4.445,Depth in centimeters,1.75,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF01,2017,-0.05805639979465227,1.7145,Depth in centimeters,0.675,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF01,2019,0.6033192996711012,3.84175,Depth in centimeters,1.5125,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF01,2021,0.8785789199489703,4.54025,Depth in centimeters,1.7875,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF02,2016,1.992681847958627,10.00125,Depth in centimeters,3.9375,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF02,2017,0.151438742677196,2.44475,Depth in centimeters,0.9625,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF02,2019,1.553220898001531,8.47725,Depth in centimeters,3.3375,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF02,2021,0.08132287177244962,1.8415,Depth in centimeters,0.725,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF03,2016,1.3534061120181988,7.620000000000001,Depth in centimeters,3,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF03,2017,0.8122178014999129,4.41325,Depth in centimeters,1.7375,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF03,2019,-0.1749599401657325,1.397,Depth in centimeters,0.55,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF03,2021,-0.44349545297500614,1.143,Depth in centimeters,0.45,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF04,2016,1.2975429286165538,6.6675,Depth in centimeters,2.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF04,2017,-0.023211605212384894,1.74625,Depth in centimeters,0.6875,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF04,2019,0.631401894239761,3.937,Depth in centimeters,1.55,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF04,2021,0.5084880591093566,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF05,2016,0.7188680528227157,4.1274999999999995,Depth in centimeters,1.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF05,2017,-0.6033192996711012,0.9525,Depth in centimeters,0.375,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF05,2019,1.196551326901559,6.096,Depth in centimeters,2.4,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF05,2021,-0.5757046751006765,1.016,Depth in centimeters,0.4,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF06,2016,1.4138450348336935,7.651750000000001,Depth in centimeters,3.0125,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF06,2017,-0.22230806518787746,1.3017500000000002,Depth in centimeters,0.5125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF06,2019,1.846533258929199,9.9695,Depth in centimeters,3.925,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF06,2021,-0.19857834735110985,1.36525,Depth in centimeters,0.5375,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF07,2016,2.602330427657112,11.747500000000002,Depth in centimeters,4.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF07,2017,0.03482131726034756,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF07,2019,0.7803494979822507,4.318,Depth in centimeters,1.7,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF07,2021,0.41802898417843254,3.1115,Depth in centimeters,1.225,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF08,2016,1.6359414022252217,8.73125,Depth in centimeters,3.4375,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF08,2017,-0.548522282698098,1.0477500000000002,Depth in centimeters,0.4125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF08,2019,0.24616364666135948,2.69875,Depth in centimeters,1.0625,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF08,2021,0.3928308136497293,3.07975,Depth in centimeters,1.2125,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF09,2016,2.2004105812100336,10.16,Depth in centimeters,4,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF09,2017,-0.355490417839531,1.23825,Depth in centimeters,0.4875,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF09,2019,0.03482131726034756,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF09,2021,-0.15143874267719587,1.42875,Depth in centimeters,0.5625,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,hr0001,RxF01,2016,0.026113678815527654,1.091226622448371,Metric tons per hectare,0.48672017058357325,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF01,2017,-0.34623426359988235,0.2837991841842865,Metric tons per hectare,0.12658304379316973,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF01,2019,-0.043531596811680034,0.715783241279191,Metric tons per hectare,0.31926103536092376,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF01,2021,-0.40225006532172525,0.1649702951490281,Metric tons per hectare,0.07358175519581985,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF02,2016,-0.026113678815527792,0.7770472127996413,Metric tons per hectare,0.34658662479912633,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF02,2017,-0.2372021093287877,0.3331326410490364,Metric tons per hectare,0.14858726184167548,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF02,2019,-0.25514499730247026,0.3325849039025033,Metric tons per hectare,0.14834295446141982,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF02,2021,-0.4402967114462194,0.1613628176324533,Metric tons per hectare,0.07197271080840914,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF03,2016,-0.060962732618047896,0.6047300732886112,Metric tons per hectare,0.26972795418760537,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF03,2017,-0.5184179884392532,0.13275593412660014,Metric tons per hectare,0.05921317311623556,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF03,2019,-0.3094957501922411,0.3096934063632163,Metric tons per hectare,0.13813265225834806,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF03,2021,-0.7076435087528794,0.01486805923437321,Metric tons per hectare,0.00663160536769545,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF04,2016,-0.09588600329078951,0.5312866854257519,Metric tons per hectare,0.23696997565823008,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF04,2017,-0.4211971694520811,0.1623888080652435,Metric tons per hectare,0.07243033365978747,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF04,2019,-0.14850474128069213,0.4722893093347865,Metric tons per hectare,0.21065535652755868,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF04,2021,-0.29128503300340086,0.32483237506114526,Metric tons per hectare,0.14488509146349032,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF05,2016,-0.11338892176083319,0.5249430237472938,Metric tons per hectare,0.23414051014598297,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF05,2017,-0.548522282698098,0.09427142595509486,Metric tons per hectare,0.04204791523420823,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF05,2019,-0.2104283942479247,0.33590400406831383,Metric tons per hectare,0.14982337380388663,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF05,2021,-0.27317041313424884,0.33193466191799265,Metric tons per hectare,0.1480529268144481,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF06,2016,-0.1309266489366677,0.4881180329211075,Metric tons per hectare,0.2177154473332326,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF06,2017,-0.5998426426805206,0.07390057547136789,Metric tons per hectare,0.03296189806929878,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF06,2019,-0.32780969621866213,0.2956982595290817,Metric tons per hectare,0.1318903922966466,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF06,2021,-0.4595582485338822,0.1477531721209307,Metric tons per hectare,0.06590239612887186,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF07,2016,-0.18380470283773825,0.4151818590708727,Metric tons per hectare,0.18518370163732056,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF07,2017,-0.1661288437009436,0.4579165643955481,Metric tons per hectare,0.2042446763584068,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF07,2019,-0.0784124127331122,0.5906274743685043,Metric tons per hectare,0.2634377673365318,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF07,2021,-0.4789918249516313,0.14705596272560206,Metric tons per hectare,0.06559141959215078,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
